Em0001g1007a	Hcv1.av93.c8.g835.i1
Em0020g46a	Hcv1.av93.c2.g402.i1
Em0020g484a	Hcv1.av93.c6.g180.i1
Em0020g489a	Hcv1.av93.c9.g622.i2
Em0020g499a	Hcv1.av93.c6.g782.i1
Em0020g50a	Hcv1.av93.c6.g947.i1
Em0020g51a	Hcv1.av93.c6.g686.i1
Em0020g52a	Hcv1.av93.c6.g115.i2
Em0020g535a	Hcv1.av93.c11.g213.i1
Em0020g546a	Hcv1.av93.c6.g531.i1
Em0020g552a	Hcv1.av93.c7.g538.i1
Em0020g553a	Hcv1.av93.c1.g123.i1
Em0020g570a	Hcv1.av93.c6.g957.i1
Em0020g571a	Hcv1.av93.c9.g176.i1
Em0020g572a	Hcv1.av93.c6.g540.i1
Em0020g591a	Hcv1.av93.c1.g1086.i2
Em0020g599a	Hcv1.av93.c2.g1080.i2
Em0020g603a	Hcv1.av93.c6.g851.i1
Em0020g622a	Hcv1.av93.c5.g775.i1
Em0020g625a	Hcv1.av93.c6.g173.i1
Em0020g636a	Hcv1.av93.c1.g578.i2
Em0020g637a	Hcv1.av93.c1.g715.i1
Em0020g638a	Hcv1.av93.c4.g377.i1
Em0020g639a	Hcv1.av93.c1.g758.i1
Em0020g63a	Hcv1.av93.c2.g585.i1
Em0020g640a	Hcv1.av93.c6.g211.i1
Em0020g642a	Hcv1.av93.c8.g515.i1
Em0020g643a	Hcv1.av93.c6.g515.i1
Em0020g644a	Hcv1.av93.c6.g842.i1
Em0020g654a	Hcv1.av93.c1.g786.i1
Em0020g655a	Hcv1.av93.c13.g165.i3
Em0020g656a	Hcv1.av93.c6.g1020.i1
Em0020g657a	Hcv1.av93.c2.g124.i2
Em0020g660a	Hcv1.av93.c6.g754.i1
Em0020g661a	Hcv1.av93.c5.g818.i1
Em0020g664a	Hcv1.av93.c13.g83.i1
Em0020g665a	Hcv1.av93.c2.g870.i1
Em0020g666a	Hcv1.av93.c6.g303.i1
Em0020g668a	Hcv1.av93.c1.g560.i1
Em0020g682a	Hcv1.av93.c6.g1067.i1
Em0020g687a	Hcv1.av93.c7.g89.i1
Em0020g688a	Hcv1.av93.c5.g281.i1
Em0020g691a	Hcv1.av93.c5.g602.i1
Em0020g696a	Hcv1.av93.c8.g538.i1
Em0020g697a	Hcv1.av93.c2.g792.i1
Em0020g700a	Hcv1.av93.c2.g931.i1
Em0020g701a	Hcv1.av93.c4.g135.i1
Em0020g70a	Hcv1.av93.c6.g1029.i3
Em0020g713a	Hcv1.av93.c6.g796.i2
Em0020g71a	Hcv1.av93.c2.g704.i1
Em0020g749a	Hcv1.av93.c1.g386.i1
Em0020g757a	Hcv1.av93.c2.g1016.i1
Em0020g75a	Hcv1.av93.c11.g296.i1
Em0020g77a	Hcv1.av93.c9.g139.i1
Em0020g780a	Hcv1.av93.c6.g78.i1
Em0020g783a	Hcv1.av93.c6.g382.i1
Em0020g784a	Hcv1.av93.c6.g233.i1
Em0020g786a	Hcv1.av93.c7.g1070.i1
Em0020g789a	Hcv1.av93.c5.g1286.i1
Em0020g78a	Hcv1.av93.c2.g430.i1
Em0020g791a	Hcv1.av93.c2.g1634.i1
Em0020g793a	Hcv1.av93.c9.g87.i2
Em0020g797a	Hcv1.av93.c11.g345.i1
Em0020g798a	Hcv1.av93.c5.g1199.i1
Em0020g799a	Hcv1.av93.c12.g261.i1
Em0020g79a	Hcv1.av93.c1.g983.i1
Em0020g811a	Hcv1.av93.c2.g727.i1
Em0020g815a	Hcv1.av93.c12.g193.i3
Em0020g816a	Hcv1.av93.c8.g711.i1
Em0020g818a	Hcv1.av93.c1.g1313.i1
Em0020g821a	Hcv1.av93.c5.g501.i1
Em0020g824a	Hcv1.av93.c1.g862.i1
Em0020g825a	Hcv1.av93.c5.g1322.i1
Em0020g826a	Hcv1.av93.c6.g673.i1
Em0020g828a	Hcv1.av93.c6.g362.i1
Em0020g835a	Hcv1.av93.c2.g172.i1
Em0020g839a	Hcv1.av93.c2.g1137.i1
Em0020g83a	Hcv1.av93.c3.g805.i1
Em0020g840a	Hcv1.av93.c3.g1139.i2
Em0020g841a	Hcv1.av93.c6.g436.i1
Em0020g845a	Hcv1.av93.c1.g363.i1
Em0020g84a	Hcv1.av93.c7.g281.i1
Em0020g858a	Hcv1.av93.c5.g1148.i1
Em0020g85a	Hcv1.av93.c5.g1311.i1
Em0020g862a	Hcv1.av93.c8.g238.i1
Em0020g863a	Hcv1.av93.c3.g535.i1
Em0020g864a	Hcv1.av93.c6.g192.i1
Em0020g865a	Hcv1.av93.c3.g803.i1
Em0020g870a	Hcv1.av93.c6.g370.i2
Em0020g871a	Hcv1.av93.c12.g47.i1
Em0020g872a	Hcv1.av93.c3.g778.i1
Em0020g873a	Hcv1.av93.c6.g415.i1
Em0020g877a	Hcv1.av93.c5.g1097.i1
Em0020g883a	Hcv1.av93.c1.g236.i1
Em0020g885a	Hcv1.av93.c1.g997.i1
Em0020g886a	Hcv1.av93.c9.g287.i1
Em0020g889a	Hcv1.av93.c3.g1187.i1
Em0020g88a	Hcv1.av93.c12.g255.i1
Em0020g89a	Hcv1.av93.c12.g291.i1
Em0020g901a	Hcv1.av93.c2.g547.i1
Em0020g90a	Hcv1.av93.c3.g127.i1
Em0020g915a	Hcv1.av93.c8.g815.i1
Em0020g916a	Hcv1.av93.c4.g63.i1
Em0020g920a	Hcv1.av93.c8.g419.i1
Em0020g921a	Hcv1.av93.c3.g1277.i1
Em0020g922a	Hcv1.av93.c6.g438.i1
Em0020g928a	Hcv1.av93.c12.g230.i1
Em0020g92a	Hcv1.av93.c2.g263.i1
Em0020g931a	Hcv1.av93.c6.g744.i1
Em0020g942a	Hcv1.av93.c10.g58.i1
Em0020g944a	Hcv1.av93.c6.g220.i1
Em0020g945a	Hcv1.av93.c6.g1023.i1
Em0020g950a	Hcv1.av93.c6.g167.i1
Em0020g958a	Hcv1.av93.c12.g292.i1
Em0020g95a	Hcv1.av93.c2.g537.i1
Em0020g960a	Hcv1.av93.c1.g1106.i1
Em0020g965a	Hcv1.av93.c6.g229.i1
Em0020g968a	Hcv1.av93.c3.g409.i1
Em0020g971a	Hcv1.av93.c6.g954.i2
Em0020g973a	Hcv1.av93.c6.g501.i1
Em0020g977a	Hcv1.av93.c9.g488.i2
Em0020g978a	Hcv1.av93.c8.g857.i1
Em0020g993a	Hcv1.av93.c1.g1391.i1
Em0020g996a	Hcv1.av93.c5.g1207.i1
Em0020g997a	Hcv1.av93.c5.g401.i1
Em0020g998a	Hcv1.av93.c1.g1559.i1
Em0020g999a	Hcv1.av93.c6.g936.i1
Em0020g99a	Hcv1.av93.c2.g728.i2
Em0021g109a	Hcv1.av93.c2.g679.i1
Em0021g111a	Hcv1.av93.c3.g1313.i1
Em0021g114a	Hcv1.av93.c9.g317.i1
Em0021g120a	Hcv1.av93.c12.g248.i2
Em0021g121a	Hcv1.av93.c3.g357.i1
Em0021g123a	Hcv1.av93.c9.g667.i1
Em0021g133a	Hcv1.av93.c13.g87.i1
Em0021g134a	Hcv1.av93.c5.g1302.i1
Em0021g137a	Hcv1.av93.c13.g337.i1
Em0021g141a	Hcv1.av93.c3.g203.i1
Em0021g157a	Hcv1.av93.c9.g150.i1
Em0021g164a	Hcv1.av93.c12.g257.i1
Em0021g181a	Hcv1.av93.c5.g400.i3
Em0021g189a	Hcv1.av93.c5.g1010.i2
Em0021g19a	Hcv1.av93.c10.g320.i3
Em0021g219a	Hcv1.av93.c1.g1659.i1
Em0021g220a	Hcv1.av93.c2.g1552.i1
Em0021g221a	Hcv1.av93.c9.g85.i1
Em0021g222a	Hcv1.av93.c3.g290.i1
Em0021g223a	Hcv1.av93.c1.g1528.i2
Em0021g225a	Hcv1.av93.c12.g540.i1
Em0021g226a	Hcv1.av93.c8.g739.i1
Em0021g231a	Hcv1.av93.c1.g351.i1
Em0021g234a	Hcv1.av93.c5.g137.i1
Em0021g239a	Hcv1.av93.c8.g198.i3
Em0021g23a	Hcv1.av93.c5.g821.i1
Em0021g246a	Hcv1.av93.c11.g143.i1
Em0021g24a	Hcv1.av93.c8.g703.i1
Em0021g252a	Hcv1.av93.c3.g1178.i1
Em0021g254a	Hcv1.av93.c11.g712.i1
Em0021g255a	Hcv1.av93.c12.g211.i1
Em0021g257a	Hcv1.av93.c8.g707.i1
Em0021g259a	Hcv1.av93.c2.g799.i1
Em0021g260a	Hcv1.av93.c5.g984.i1
Em0021g261a	Hcv1.av93.c5.g1246.i1
Em0021g263a	Hcv1.av93.c5.g424.i2
Em0021g265a	Hcv1.av93.c5.g965.i1
Em0021g267a	Hcv1.av93.c2.g1577.i1
Em0021g269a	Hcv1.av93.c5.g1319.i1
Em0021g26a	Hcv1.av93.c1.g148.i1
Em0021g273a	Hcv1.av93.c5.g1206.i1
Em0021g274a	Hcv1.av93.c6.g521.i1
Em0021g277a	Hcv1.av93.c5.g428.i1
Em0021g279a	Hcv1.av93.c12.g167.i2
Em0021g27a	Hcv1.av93.c6.g920.i1
Em0021g282a	Hcv1.av93.c1.g278.i2
Em0021g288a	Hcv1.av93.c4.g378.i1
Em0021g290a	Hcv1.av93.c2.g345.i3
Em0021g295a	Hcv1.av93.c7.g330.i1
Em0021g297a	Hcv1.av93.c2.g1536.i1
Em0021g29a	Hcv1.av93.c6.g567.i1
Em0021g300a	Hcv1.av93.c13.g152.i1
Em0021g304a	Hcv1.av93.c5.g413.i1
Em0021g306a	Hcv1.av93.c13.g128.i1
Em0021g307a	Hcv1.av93.c12.g111.i3
Em0021g309a	Hcv1.av93.c2.g1184.i1
Em0021g316a	Hcv1.av93.c10.g315.i1
Em0021g318a	Hcv1.av93.c6.g752.i1
Em0021g319a	Hcv1.av93.c2.g619.i1
Em0021g338a	Hcv1.av93.c5.g55.i1
Em0021g340a	Hcv1.av93.c1.g222.i1
Em0021g341a	Hcv1.av93.c5.g342.i1
Em0021g343a	Hcv1.av93.c5.g174.i1
Em0021g344a	Hcv1.av93.c1.g1634.i1
Em0021g354a	Hcv1.av93.c5.g517.i2
Em0021g35a	Hcv1.av93.c1.g751.i3
Em0021g364a	Hcv1.av93.c9.g791.i1
Em0021g36a	Hcv1.av93.c13.g547.i1
Em0021g370a	Hcv1.av93.c4.g272.i1
Em0021g374a	Hcv1.av93.c2.g1452.i1
Em0021g375a	Hcv1.av93.c2.g1575.i1
Em0021g379a	Hcv1.av93.c5.g1221.i1
Em0021g37a	Hcv1.av93.c4.g696.i1
Em0021g380a	Hcv1.av93.c11.g462.i1
Em0021g383a	Hcv1.av93.c8.g866.i1
Em0021g388a	Hcv1.av93.c12.g239.i1
Em0021g38a	Hcv1.av93.c2.g182.i1
Em0021g391a	Hcv1.av93.c5.g316.i1
Em0021g402a	Hcv1.av93.c2.g296.i1
Em0021g408a	Hcv1.av93.c2.g1171.i1
Em0021g40a	Hcv1.av93.c3.g870.i1
Em0021g424a	Hcv1.av93.c2.g1473.i2
Em0021g487a	Hcv1.av93.c1.g1548.i1
Em0021g495a	Hcv1.av93.c2.g983.i2
Em0021g501a	Hcv1.av93.c6.g145.i2
Em0021g51a	Hcv1.av93.c13.g326.i1
Em0021g526a	Hcv1.av93.c10.g574.i2
Em0021g52a	Hcv1.av93.c5.g486.i1
Em0021g53a	Hcv1.av93.c7.g1057.i1
Em0021g541a	Hcv1.av93.c9.g817.i1
Em0021g544a	Hcv1.av93.c13.g65.i1
Em0021g545a	Hcv1.av93.c2.g353.i1
Em0021g552a	Hcv1.av93.c7.g457.i1
Em0021g557a	Hcv1.av93.c13.g95.i3
Em0021g559a	Hcv1.av93.c9.g725.i1
Em0021g562a	Hcv1.av93.c5.g473.i1
Em0021g563a	Hcv1.av93.c6.g668.i1
Em0021g568a	Hcv1.av93.c10.g555.i3
Em0021g569a	Hcv1.av93.c7.g348.i1
Em0021g570a	Hcv1.av93.c13.g176.i2
Em0021g571a	Hcv1.av93.c12.g317.i1
Em0021g584a	Hcv1.av93.c13.g481.i1
Em0021g585a	Hcv1.av93.c13.g484.i1
Em0021g586a	Hcv1.av93.c10.g662.i1
Em0021g587a	Hcv1.av93.c13.g412.i1
Em0021g588a	Hcv1.av93.c10.g615.i1
Em0021g589a	Hcv1.av93.c11.g426.i1
Em0021g593a	Hcv1.av93.c13.g105.i2
Em0021g595a	Hcv1.av93.c1.g1557.i1
Em0021g614a	Hcv1.av93.c2.g429.i1
Em0021g61a	Hcv1.av93.c3.g1091.i1
Em0021g626a	Hcv1.av93.c13.g99.i1
Em0021g62a	Hcv1.av93.c13.g142.i1
Em0021g631a	Hcv1.av93.c5.g763.i1
Em0021g636a	Hcv1.av93.c6.g833.i1
Em0021g63a	Hcv1.av93.c13.g430.i1
Em0021g659a	Hcv1.av93.c2.g1644.i2
Em0021g660a	Hcv1.av93.c2.g242.i1
Em0021g662a	Hcv1.av93.c6.g265.i1
Em0021g666a	Hcv1.av93.c13.g664.i1
Em0021g667a	Hcv1.av93.c13.g172.i1
Em0021g668a	Hcv1.av93.c1.g1059.i1
Em0021g669a	Hcv1.av93.c6.g112.i1
Em0021g674a	Hcv1.av93.c9.g451.i1
Em0021g678a	Hcv1.av93.c13.g629.i2
Em0021g679a	Hcv1.av93.c6.g206.i1
Em0021g683a	Hcv1.av93.c13.g198.i1
Em0021g685a	Hcv1.av93.c10.g326.i1
Em0021g687a	Hcv1.av93.c13.g536.i1
Em0021g694a	Hcv1.av93.c6.g281.i1
Em0021g70a	Hcv1.av93.c9.g839.i1
Em0021g71a	Hcv1.av93.c3.g1122.i1
Em0021g727a	Hcv1.av93.c8.g853.i1
Em0021g728a	Hcv1.av93.c4.g282.i1
Em0021g729a	Hcv1.av93.c5.g1314.i1
Em0021g72a	Hcv1.av93.c6.g535.i1
Em0021g73a	Hcv1.av93.c6.g735.i1
Em0021g74a	Hcv1.av93.c13.g291.i1
Em0021g757a	Hcv1.av93.c1.g1017.i1
Em0021g759a	Hcv1.av93.c1.g1256.i1
Em0021g768a	Hcv1.av93.c13.g232.i1
Em0021g769a	Hcv1.av93.c1.g579.i2
Em0021g773a	Hcv1.av93.c6.g1054.i1
Em0021g774a	Hcv1.av93.c6.g587.i1
Em0021g77a	Hcv1.av93.c9.g374.i2
Em0021g786a	Hcv1.av93.c1.g1633.i1
Em0021g792a	Hcv1.av93.c3.g667.i1
Em0021g793a	Hcv1.av93.c13.g415.i1
Em0021g794a	Hcv1.av93.c7.g111.i2
Em0021g795a	Hcv1.av93.c13.g470.i1
Em0021g811a	Hcv1.av93.c3.g216.i1
Em0021g817a	Hcv1.av93.c6.g460.i1
Em0021g81a	Hcv1.av93.c6.g178.i1
Em0021g823a	Hcv1.av93.c6.g1056.i1
Em0021g824a	Hcv1.av93.c5.g1022.i1
Em0021g829a	Hcv1.av93.c6.g625.i1
Em0021g82a	Hcv1.av93.c1.g761.i1
Em0021g830a	Hcv1.av93.c2.g1010.i1
Em0021g833a	Hcv1.av93.c11.g974.i1
Em0021g834a	Hcv1.av93.c2.g708.i1
Em0021g835a	Hcv1.av93.c11.g142.i1
Em0021g836a	Hcv1.av93.c8.g452.i1
Em0021g83a	Hcv1.av93.c6.g917.i1
Em0021g841a	Hcv1.av93.c1.g369.i1
Em0021g846a	Hcv1.av93.c5.g1135.i2
Em0021g847a	Hcv1.av93.c2.g633.i1
Em0021g852a	Hcv1.av93.c11.g970.i1
Em0021g854a	Hcv1.av93.c6.g322.i1
Em0021g863a	Hcv1.av93.c10.g656.i1
Em0021g867a	Hcv1.av93.c6.g196.i1
Em0021g869a	Hcv1.av93.c8.g247.i1
Em0021g86a	Hcv1.av93.c13.g247.i2
Em0021g873a	Hcv1.av93.c6.g657.i1
Em0021g875a	Hcv1.av93.c9.g221.i1
Em0021g876a	Hcv1.av93.c9.g380.i1
Em0021g878a	Hcv1.av93.c6.g798.i1
Em0021g879a	Hcv1.av93.c5.g493.i1
Em0021g880a	Hcv1.av93.c6.g1161.i1
Em0021g882a	Hcv1.av93.c6.g1084.i1
Em0021g884a	Hcv1.av93.c3.g1032.i1
Em0021g887a	Hcv1.av93.c6.g653.i1
Em0021g889a	Hcv1.av93.c6.g75.i1
Em0021g890a	Hcv1.av93.c6.g584.i1
Em0021g894a	Hcv1.av93.c5.g897.i5
Em0021g902a	Hcv1.av93.c8.g904.i1
Em0021g905a	Hcv1.av93.c13.g112.i1
Em0021g909a	Hcv1.av93.c6.g1021.i1
Em0021g912a	Hcv1.av93.c13.g541.i1
Em0021g913a	Hcv1.av93.c6.g17.i1
Em0021g915a	Hcv1.av93.c13.g217.i1
Em0021g916a	Hcv1.av93.c9.g930.i1
Em0021g917a	Hcv1.av93.c8.g911.i1
Em0021g919a	Hcv1.av93.c2.g823.i1
Em0021g920a	Hcv1.av93.c13.g340.i1
Em0021g921a	Hcv1.av93.c11.g880.i2
Em0021g922a	Hcv1.av93.c3.g1183.i1
Em0021g924a	Hcv1.av93.c3.g1135.i1
Em0021g932a	Hcv1.av93.c13.g325.i3
Em0021g933a	Hcv1.av93.c2.g1250.i1
Em0021g935a	Hcv1.av93.c6.g266.i3
Em0021g938a	Hcv1.av93.c1.g549.i1
Em0021g940a	Hcv1.av93.c6.g1224.i1
Em0021g942a	Hcv1.av93.c9.g137.i1
Em0021g944a	Hcv1.av93.c2.g1565.i1
Em0021g945a	Hcv1.av93.c3.g257.i1
Em0021g957a	Hcv1.av93.c6.g543.i1
Em0021g95a	Hcv1.av93.c3.g933.i1
Em0021g970a	Hcv1.av93.c8.g845.i1
Em0021g971a	Hcv1.av93.c6.g733.i2
Em0021g972a	Hcv1.av93.c8.g687.i1
Em0021g973a	Hcv1.av93.c6.g663.i1
Em0021g979a	Hcv1.av93.c7.g229.i1
Em0021g982a	Hcv1.av93.c6.g125.i1
Em0021g983a	Hcv1.av93.c8.g120.i1
Em0021g985a	Hcv1.av93.c6.g1228.i1
Em0021g988a	Hcv1.av93.c6.g195.i1
Em0021g989a	Hcv1.av93.c6.g882.i1
Em0021g990a	Hcv1.av93.c11.g122.i1
Em0021g991a	Hcv1.av93.c11.g928.i1
Em0022g114a	Hcv1.av93.c5.g695.i1
Em0022g117a	Hcv1.av93.c10.g126.i1
Em0022g127a	Hcv1.av93.c6.g603.i1
Em0022g129a	Hcv1.av93.c6.g1026.i1
Em0022g130a	Hcv1.av93.c1.g759.i1
Em0022g132a	Hcv1.av93.c11.g871.i1
Em0022g139a	Hcv1.av93.c9.g219.i1
Em0022g142a	Hcv1.av93.c2.g524.i1
Em0022g149a	Hcv1.av93.c6.g751.i1
Em0022g156a	Hcv1.av93.c1.g465.i11
Em0022g157a	Hcv1.av93.c3.g1286.i1
Em0022g159a	Hcv1.av93.c11.g839.i1
Em0022g161a	Hcv1.av93.c7.g236.i1
Em0022g165a	Hcv1.av93.c1.g161.i1
Em0022g169a	Hcv1.av93.c10.g661.i1
Em0022g171a	Hcv1.av93.c2.g899.i1
Em0022g172a	Hcv1.av93.c5.g623.i1
Em0022g174a	Hcv1.av93.c2.g1419.i1
Em0022g175a	Hcv1.av93.c6.g260.i1
Em0022g177a	Hcv1.av93.c6.g854.i4
Em0022g178a	Hcv1.av93.c10.g552.i1
Em0022g182a	Hcv1.av93.c13.g670.i1
Em0022g183a	Hcv1.av93.c10.g117.i4
Em0022g189a	Hcv1.av93.c11.g1019.i1
Em0022g190a	Hcv1.av93.c2.g552.i1
Em0022g192a	Hcv1.av93.c7.g42.i1
Em0022g195a	Hcv1.av93.c13.g667.i1
Em0022g196a	Hcv1.av93.c7.g125.i1
Em0022g197a	Hcv1.av93.c12.g54.i1
Em0022g201a	Hcv1.av93.c1.g545.i2
Em0022g203a	Hcv1.av93.c11.g194.i1
Em0022g206a	Hcv1.av93.c7.g771.i1
Em0022g207a	Hcv1.av93.c3.g1206.i1
Em0022g209a	Hcv1.av93.c10.g690.i1
Em0022g216a	Hcv1.av93.c2.g1409.i1
Em0022g218a	Hcv1.av93.c5.g1141.i1
Em0022g219a	Hcv1.av93.c4.g185.i1
Em0022g221a	Hcv1.av93.c3.g1106.i1
Em0022g224a	Hcv1.av93.c10.g744.i1
Em0022g225a	Hcv1.av93.c4.g84.i1
Em0022g226a	Hcv1.av93.c9.g411.i1
Em0022g229a	Hcv1.av93.c10.g553.i1
Em0022g231a	Hcv1.av93.c5.g1140.i1
Em0022g232a	Hcv1.av93.c1.g1069.i1
Em0022g241a	Hcv1.av93.c3.g1062.i1
Em0022g243a	Hcv1.av93.c7.g231.i1
Em0022g245a	Hcv1.av93.c9.g704.i1
Em0022g246a	Hcv1.av93.c10.g34.i1
Em0022g247a	Hcv1.av93.c1.g63.i3
Em0022g249a	Hcv1.av93.c6.g844.i1
Em0022g250a	Hcv1.av93.c4.g935.i1
Em0022g251a	Hcv1.av93.c11.g734.i1
Em0022g253a	Hcv1.av93.c4.g593.i1
Em0022g254a	Hcv1.av93.c10.g232.i1
Em0022g259a	Hcv1.av93.c10.g356.i1
Em0022g267a	Hcv1.av93.c10.g113.i1
Em0022g268a	Hcv1.av93.c10.g159.i2
Em0022g269a	Hcv1.av93.c9.g468.i1
Em0022g26a	Hcv1.av93.c3.g405.i2
Em0022g271a	Hcv1.av93.c8.g585.i1
Em0022g272a	Hcv1.av93.c10.g46.i1
Em0022g274a	Hcv1.av93.c10.g699.i1
Em0022g278a	Hcv1.av93.c5.g296.i1
Em0022g283a	Hcv1.av93.c11.g563.i1
Em0022g284a	Hcv1.av93.c3.g670.i2
Em0022g285a	Hcv1.av93.c7.g20.i1
Em0022g288a	Hcv1.av93.c2.g596.i1
Em0022g290a	Hcv1.av93.c2.g962.i1
Em0022g292a	Hcv1.av93.c10.g649.i1
Em0022g293a	Hcv1.av93.c2.g960.i1
Em0022g296a	Hcv1.av93.c1.g1045.i1
Em0022g298a	Hcv1.av93.c1.g288.i1
Em0022g29a	Hcv1.av93.c5.g270.i1
Em0022g303a	Hcv1.av93.c1.g1410.i1
Em0022g304a	Hcv1.av93.c3.g720.i1
Em0022g305a	Hcv1.av93.c13.g411.i1
Em0022g306a	Hcv1.av93.c2.g1335.i1
Em0022g307a	Hcv1.av93.c9.g743.i1
Em0022g30a	Hcv1.av93.c5.g1245.i1
Em0022g315a	Hcv1.av93.c3.g1104.i1
Em0022g316a	Hcv1.av93.c5.g991.i1
Em0022g317a	Hcv1.av93.c7.g883.i1
Em0022g318a	Hcv1.av93.c2.g287.i1
Em0022g322a	Hcv1.av93.c10.g47.i1
Em0022g326a	Hcv1.av93.c5.g588.i1
Em0022g328a	Hcv1.av93.c2.g1567.i1
Em0022g329a	Hcv1.av93.c1.g281.i1
Em0022g333a	Hcv1.av93.c7.g993.i2
Em0022g334a	Hcv1.av93.c3.g934.i1
Em0022g336a	Hcv1.av93.c7.g987.i2
Em0022g338a	Hcv1.av93.c2.g648.i1
Em0022g339a	Hcv1.av93.c3.g21.i1
Em0022g33a	Hcv1.av93.c3.g87.i1
Em0022g340a	Hcv1.av93.c13.g461.i1
Em0022g342a	Hcv1.av93.c7.g968.i1
Em0022g346a	Hcv1.av93.c7.g712.i1
Em0022g347a	Hcv1.av93.c7.g3.i1
Em0022g348a	Hcv1.av93.c5.g733.i1
Em0022g349a	Hcv1.av93.c7.g455.i1
Em0022g34a	Hcv1.av93.c10.g604.i1
Em0022g350a	Hcv1.av93.c2.g417.i1
Em0022g359a	Hcv1.av93.c8.g88.i1
Em0022g361a	Hcv1.av93.c12.g146.i1
Em0022g368a	Hcv1.av93.c5.g491.i1
Em0022g370a	Hcv1.av93.c11.g534.i1
Em0022g372a	Hcv1.av93.c7.g433.i1
Em0022g379a	Hcv1.av93.c2.g59.i1
Em0022g400a	Hcv1.av93.c11.g379.i1
Em0022g403a	Hcv1.av93.c3.g141.i1
Em0022g406a	Hcv1.av93.c3.g962.i1
Em0022g407a	Hcv1.av93.c7.g389.i1
Em0022g417a	Hcv1.av93.c5.g426.i1
Em0022g418a	Hcv1.av93.c7.g356.i1
Em0022g420a	Hcv1.av93.c7.g1001.i4
Em0022g422a	Hcv1.av93.c7.g290.i7
Em0022g425a	Hcv1.av93.c1.g1012.i1
Em0022g427a	Hcv1.av93.c10.g731.i1
Em0022g429a	Hcv1.av93.c7.g746.i1
Em0022g439a	Hcv1.av93.c1.g1102.i1
Em0022g441a	Hcv1.av93.c12.g87.i1
Em0022g442a	Hcv1.av93.c3.g990.i1
Em0022g464a	Hcv1.av93.c6.g277.i1
Em0022g466a	Hcv1.av93.c8.g405.i1
Em0022g48a	Hcv1.av93.c4.g805.i1
Em0022g492a	Hcv1.av93.c11.g1034.i1
Em0022g493a	Hcv1.av93.c4.g698.i1
Em0022g4a	Hcv1.av93.c1.g603.i1
Em0022g505a	Hcv1.av93.c1.g255.i2
Em0022g50a	Hcv1.av93.c10.g364.i1
Em0022g510a	Hcv1.av93.c7.g849.i1
Em0022g511a	Hcv1.av93.c10.g296.i1
Em0022g512a	Hcv1.av93.c7.g209.i1
Em0022g518a	Hcv1.av93.c2.g473.i1
Em0022g519a	Hcv1.av93.c7.g514.i1
Em0022g520a	Hcv1.av93.c8.g967.i1
Em0022g538a	Hcv1.av93.c5.g1118.i2
Em0022g550a	Hcv1.av93.c7.g287.i1
Em0022g551a	Hcv1.av93.c7.g385.i1
Em0022g554a	Hcv1.av93.c1.g1183.i1
Em0022g555a	Hcv1.av93.c10.g612.i1
Em0022g562a	Hcv1.av93.c3.g1219.i1
Em0022g563a	Hcv1.av93.c1.g256.i1
Em0022g578a	Hcv1.av93.c3.g468.i1
Em0022g582a	Hcv1.av93.c1.g772.i1
Em0022g584a	Hcv1.av93.c3.g1188.i1
Em0022g605a	Hcv1.av93.c7.g12.i1
Em0022g608a	Hcv1.av93.c7.g561.i1
Em0022g62a	Hcv1.av93.c12.g83.i1
Em0022g647a	Hcv1.av93.c13.g597.i1
Em0022g648a	Hcv1.av93.c7.g285.i1
Em0022g650a	Hcv1.av93.c2.g1444.i1
Em0022g660a	Hcv1.av93.c2.g1095.i1
Em0022g665a	Hcv1.av93.c7.g432.i1
Em0022g667a	Hcv1.av93.c11.g175.i1
Em0022g688a	Hcv1.av93.c2.g821.i1
Em0022g68a	Hcv1.av93.c1.g1139.i1
Em0022g691a	Hcv1.av93.c4.g806.i1
Em0022g693a	Hcv1.av93.c10.g605.i1
Em0022g696a	Hcv1.av93.c9.g282.i1
Em0022g699a	Hcv1.av93.c2.g1288.i1
Em0022g703a	Hcv1.av93.c9.g119.i1
Em0022g708a	Hcv1.av93.c10.g299.i1
Em0022g716a	Hcv1.av93.c2.g766.i1
Em0022g717a	Hcv1.av93.c10.g111.i1
Em0022g719a	Hcv1.av93.c1.g1530.i1
Em0022g721a	Hcv1.av93.c10.g463.i1
Em0022g724a	Hcv1.av93.c11.g832.i1
Em0022g731a	Hcv1.av93.c2.g1235.i1
Em0022g736a	Hcv1.av93.c3.g987.i1
Em0022g739a	Hcv1.av93.c8.g914.i1
Em0022g740a	Hcv1.av93.c12.g381.i1
Em0022g742a	Hcv1.av93.c8.g818.i1
Em0022g746a	Hcv1.av93.c1.g717.i1
Em0022g761a	Hcv1.av93.c7.g172.i1
Em0022g764a	Hcv1.av93.c7.g705.i1
Em0022g765a	Hcv1.av93.c13.g508.i1
Em0022g784a	Hcv1.av93.c1.g91.i3
Em0022g792a	Hcv1.av93.c4.g314.i1
Em0022g793a	Hcv1.av93.c7.g430.i1
Em0022g79a	Hcv1.av93.c7.g1037.i2
Em0022g816a	Hcv1.av93.c3.g1078.i1
Em0022g817a	Hcv1.av93.c12.g29.i1
Em0022g819a	Hcv1.av93.c2.g1286.i1
Em0022g820a	Hcv1.av93.c9.g586.i1
Em0022g867a	Hcv1.av93.c1.g883.i1
Em0022g868a	Hcv1.av93.c5.g374.i3
Em0022g871a	Hcv1.av93.c10.g513.i1
