Hcv1.av93.c1.g1001.i1	mRNA.RE12872
Hcv1.av93.c4.g929.i1	mRNA.RE13860
Hcv1.av93.c4.g932.i1	mRNA.RE13950
Hcv1.av93.c4.g934.i3	mRNA.RE06988
Hcv1.av93.c4.g935.i1	mRNA.RE02466
Hcv1.av93.c4.g94.i1	mRNA.RE16408
Hcv1.av93.c4.g941.i1	mRNA.RE04325
Hcv1.av93.c4.g95.i2	mRNA.RE12601
Hcv1.av93.c5.g10.i1	mRNA.RE13943
Hcv1.av93.c5.g1000.i2	mRNA.RE14077
Hcv1.av93.c5.g1002.i2	mRNA.RE07206
Hcv1.av93.c5.g1004.i1	mRNA.RE05678
Hcv1.av93.c5.g1010.i2	mRNA.RE02475
Hcv1.av93.c5.g1013.i1	mRNA.RE14858
Hcv1.av93.c5.g1016.i1	mRNA.RE10671
Hcv1.av93.c5.g1019.i1	mRNA.RE07560
Hcv1.av93.c5.g1022.i1	mRNA.RE06137
Hcv1.av93.c5.g1023.i1	mRNA.RE09751
Hcv1.av93.c5.g1024.i1	mRNA.RE12973
Hcv1.av93.c5.g1026.i4	mRNA.RE14916
Hcv1.av93.c5.g1027.i1	mRNA.RE15782
Hcv1.av93.c5.g1028.i1	mRNA.RE09650
Hcv1.av93.c5.g103.i4	mRNA.RE07496
Hcv1.av93.c5.g1031.i1	mRNA.RE12670
Hcv1.av93.c5.g1037.i2	mRNA.RE02925
Hcv1.av93.c5.g104.i1	mRNA.RE11022
Hcv1.av93.c5.g1040.i1	mRNA.RE13927
Hcv1.av93.c5.g1041.i1	mRNA.RE15206
Hcv1.av93.c5.g1042.i1	mRNA.RE05812
Hcv1.av93.c5.g1044.i2	mRNA.RE13339
Hcv1.av93.c5.g1045.i1	mRNA.RE10117
Hcv1.av93.c5.g1047.i1	mRNA.RE07196
Hcv1.av93.c5.g1048.i1	mRNA.RE08656
Hcv1.av93.c5.g1050.i1	mRNA.RE09231
Hcv1.av93.c5.g1051.i1	mRNA.RE14907
Hcv1.av93.c5.g1053.i1	mRNA.RE07856
Hcv1.av93.c5.g1054.i1	mRNA.RE11143
Hcv1.av93.c5.g1056.i1	mRNA.RE02921
Hcv1.av93.c5.g1058.i1	mRNA.RE00535
Hcv1.av93.c5.g1059.i1	mRNA.RE15647
Hcv1.av93.c5.g1061.i1	mRNA.RE03818
Hcv1.av93.c5.g1063.i1	mRNA.RE13239
Hcv1.av93.c5.g1067.i1	mRNA.RE00915
Hcv1.av93.c5.g1069.i1	mRNA.RE17040
Hcv1.av93.c5.g107.i1	mRNA.RE12359
Hcv1.av93.c5.g1071.i1	mRNA.RE11714
Hcv1.av93.c5.g1076.i4	mRNA.RE08145
Hcv1.av93.c5.g1077.i1	mRNA.RE16013
Hcv1.av93.c5.g1081.i1	mRNA.RE11841
Hcv1.av93.c5.g1084.i2	mRNA.RE03616
Hcv1.av93.c5.g1087.i1	mRNA.RE10644
Hcv1.av93.c5.g109.i1	mRNA.RE06130
Hcv1.av93.c5.g1090.i1	mRNA.RE13289
Hcv1.av93.c5.g1091.i1	mRNA.RE10112
Hcv1.av93.c5.g11.i2	mRNA.RE09322
Hcv1.av93.c5.g1104.i1	mRNA.RE11389
Hcv1.av93.c5.g1106.i1	mRNA.RE03078
Hcv1.av93.c5.g111.i1	mRNA.RE04472
Hcv1.av93.c5.g1123.i4	mRNA.RE13334
Hcv1.av93.c5.g1124.i1	mRNA.RE14366
Hcv1.av93.c5.g1127.i2	mRNA.RE11127
Hcv1.av93.c5.g1128.i1	mRNA.RE13505
Hcv1.av93.c5.g1130.i4	mRNA.RE04646
Hcv1.av93.c5.g1134.i1	mRNA.RE04310
Hcv1.av93.c5.g1135.i2	mRNA.RE00992
Hcv1.av93.c5.g1136.i2	mRNA.RE13620
Hcv1.av93.c5.g1137.i1	mRNA.RE14314
Hcv1.av93.c5.g1139.i1	mRNA.RE11198
Hcv1.av93.c5.g1141.i1	mRNA.RE14472
Hcv1.av93.c5.g1142.i1	mRNA.RE01923
Hcv1.av93.c5.g1143.i1	mRNA.RE08295
Hcv1.av93.c5.g1146.i1	mRNA.RE01418
Hcv1.av93.c5.g1150.i2	mRNA.RE03000
Hcv1.av93.c5.g1153.i1	mRNA.RE01847
Hcv1.av93.c5.g1157.i1	mRNA.RE10681
Hcv1.av93.c5.g1160.i1	mRNA.RE01908
Hcv1.av93.c5.g1167.i1	mRNA.RE06974
Hcv1.av93.c5.g1178.i1	mRNA.RE14909
Hcv1.av93.c5.g1179.i1	mRNA.RE10379
Hcv1.av93.c5.g1180.i1	mRNA.RE12182
Hcv1.av93.c5.g1182.i1	mRNA.RE08311
Hcv1.av93.c5.g1187.i1	mRNA.RE14705
Hcv1.av93.c5.g1188.i1	mRNA.RE16810
Hcv1.av93.c5.g1192.i1	mRNA.RE02829
Hcv1.av93.c5.g1197.i1	mRNA.RE01396
Hcv1.av93.c5.g1198.i1	mRNA.RE02596
Hcv1.av93.c5.g1199.i1	mRNA.RE05836
Hcv1.av93.c5.g12.i1	mRNA.RE06768
Hcv1.av93.c5.g1205.i1	mRNA.RE02995
Hcv1.av93.c5.g1206.i1	mRNA.RE05683
Hcv1.av93.c5.g1207.i1	mRNA.RE16599
Hcv1.av93.c5.g1214.i1	mRNA.RE08682
Hcv1.av93.c5.g1217.i1	mRNA.RE11138
Hcv1.av93.c5.g1218.i1	mRNA.RE14831
Hcv1.av93.c5.g1220.i1	mRNA.RE14885
Hcv1.av93.c5.g1221.i1	mRNA.RE02057
Hcv1.av93.c5.g1224.i1	mRNA.RE03646
Hcv1.av93.c5.g1229.i1	mRNA.RE05856
Hcv1.av93.c5.g1230.i1	mRNA.RE04146
Hcv1.av93.c5.g1231.i3	mRNA.RE09731
Hcv1.av93.c5.g1234.i1	mRNA.RE16614
Hcv1.av93.c5.g1235.i1	mRNA.RE06655
Hcv1.av93.c5.g1236.i1	mRNA.RE12856
Hcv1.av93.c5.g1237.i1	mRNA.RE02400
Hcv1.av93.c5.g1241.i1	mRNA.RE04062
Hcv1.av93.c5.g1242.i1	mRNA.RE16353
Hcv1.av93.c5.g1243.i1	mRNA.RE05855
Hcv1.av93.c5.g1244.i1	mRNA.RE09601
Hcv1.av93.c5.g1245.i1	mRNA.RE03548
Hcv1.av93.c5.g1246.i1	mRNA.RE02062
Hcv1.av93.c5.g1247.i1	mRNA.RE12439
Hcv1.av93.c5.g1248.i1	mRNA.RE04740
Hcv1.av93.c5.g1250.i1	mRNA.RE11790
Hcv1.av93.c5.g1251.i1	mRNA.RE02926
Hcv1.av93.c5.g1254.i1	mRNA.RE06673
Hcv1.av93.c5.g1255.i1	mRNA.RE15658
Hcv1.av93.c5.g1256.i1	mRNA.RE03732
Hcv1.av93.c5.g1261.i1	mRNA.RE16607
Hcv1.av93.c5.g1262.i1	mRNA.RE08630
Hcv1.av93.c5.g1268.i1	mRNA.RE10564
Hcv1.av93.c5.g1269.i2	mRNA.RE15784
Hcv1.av93.c5.g1272.i1	mRNA.RE07762
Hcv1.av93.c5.g1275.i1	mRNA.RE12506
Hcv1.av93.c5.g1276.i1	mRNA.RE08210
Hcv1.av93.c5.g1277.i1	mRNA.RE03039
Hcv1.av93.c5.g1278.i3	mRNA.RE13337
Hcv1.av93.c5.g128.i1	mRNA.RE13649
Hcv1.av93.c5.g1284.i1	mRNA.RE10141
Hcv1.av93.c5.g1285.i1	mRNA.RE15888
Hcv1.av93.c5.g1286.i1	mRNA.RE14397
Hcv1.av93.c5.g1288.i1	mRNA.RE15696
Hcv1.av93.c5.g1289.i1	mRNA.RE05980
Hcv1.av93.c5.g129.i1	mRNA.RE02874
Hcv1.av93.c5.g1291.i3	mRNA.RE11179
Hcv1.av93.c5.g1292.i1	mRNA.RE01855
Hcv1.av93.c5.g1295.i1	mRNA.RE12493
Hcv1.av93.c5.g1298.i1	mRNA.RE03162
Hcv1.av93.c5.g1299.i1	mRNA.RE04672
Hcv1.av93.c5.g13.i1	mRNA.RE11840
Hcv1.av93.c5.g1301.i1	mRNA.RE15085
Hcv1.av93.c5.g1305.i1	mRNA.RE08139
Hcv1.av93.c5.g1306.i1	mRNA.RE07845
Hcv1.av93.c5.g1307.i1	mRNA.RE15456
Hcv1.av93.c5.g131.i1	mRNA.RE13377
Hcv1.av93.c5.g1311.i1	mRNA.RE10303
Hcv1.av93.c5.g1313.i1	mRNA.RE08946
Hcv1.av93.c5.g1314.i1	mRNA.RE09374
Hcv1.av93.c5.g1319.i1	mRNA.RE07819
Hcv1.av93.c5.g132.i1	mRNA.RE09254
Hcv1.av93.c5.g1320.i1	mRNA.RE09103
Hcv1.av93.c5.g1321.i1	mRNA.RE04456
Hcv1.av93.c5.g1322.i1	mRNA.RE00890
Hcv1.av93.c5.g1324.i1	mRNA.RE12455
Hcv1.av93.c5.g1325.i1	mRNA.RE07016
Hcv1.av93.c5.g1326.i1	mRNA.RE06674
Hcv1.av93.c5.g1328.i1	mRNA.RE09098
Hcv1.av93.c5.g133.i1	mRNA.RE14929
Hcv1.av93.c5.g1332.i2	mRNA.RE10668
Hcv1.av93.c5.g1335.i1	mRNA.RE11050
Hcv1.av93.c5.g1338.i1	mRNA.RE04286
Hcv1.av93.c5.g1340.i1	mRNA.RE01304
Hcv1.av93.c5.g1342.i1	mRNA.RE14782
Hcv1.av93.c5.g1343.i1	mRNA.RE01437
Hcv1.av93.c5.g1346.i1	mRNA.RE12740
Hcv1.av93.c5.g1349.i1	mRNA.RE11371
Hcv1.av93.c5.g135.i1	mRNA.RE13385
Hcv1.av93.c5.g1351.i2	mRNA.RE07826
Hcv1.av93.c5.g1353.i1	mRNA.RE01823
Hcv1.av93.c5.g1355.i1	mRNA.RE02021
Hcv1.av93.c5.g1356.i1	mRNA.RE06001
Hcv1.av93.c5.g1357.i1	mRNA.RE10075
Hcv1.av93.c5.g1358.i1	mRNA.RE09164
Hcv1.av93.c5.g1361.i1	mRNA.RE15213
Hcv1.av93.c5.g1362.i1	mRNA.RE14852
Hcv1.av93.c5.g137.i1	mRNA.RE02259
Hcv1.av93.c5.g1375.i1	mRNA.RE05697
Hcv1.av93.c5.g140.i2	mRNA.RE05014
Hcv1.av93.c5.g142.i1	mRNA.RE12443
Hcv1.av93.c5.g147.i1	mRNA.RE05757
Hcv1.av93.c5.g15.i1	mRNA.RE12854
Hcv1.av93.c5.g152.i1	mRNA.RE05568
Hcv1.av93.c5.g153.i1	mRNA.RE15119
Hcv1.av93.c5.g154.i1	mRNA.RE13815
Hcv1.av93.c5.g160.i1	mRNA.RE04437
Hcv1.av93.c5.g161.i1	mRNA.RE15090
Hcv1.av93.c5.g162.i1	mRNA.RE14442
Hcv1.av93.c5.g172.i1	mRNA.RE12449
Hcv1.av93.c5.g173.i1	mRNA.RE14581
Hcv1.av93.c5.g174.i1	mRNA.RE02036
Hcv1.av93.c5.g176.i1	mRNA.RE09639
Hcv1.av93.c5.g177.i1	mRNA.RE13543
Hcv1.av93.c5.g178.i1	mRNA.RE07781
Hcv1.av93.c5.g179.i1	mRNA.RE06499
Hcv1.av93.c5.g182.i1	mRNA.RE02412
Hcv1.av93.c5.g184.i1	mRNA.RE07449
Hcv1.av93.c5.g198.i1	mRNA.RE08625
Hcv1.av93.c5.g199.i1	mRNA.RE01069
Hcv1.av93.c5.g20.i1	mRNA.RE14621
Hcv1.av93.c5.g201.i1	mRNA.RE10979
Hcv1.av93.c5.g203.i1	mRNA.RE06292
Hcv1.av93.c5.g207.i1	mRNA.RE16451
Hcv1.av93.c5.g209.i1	mRNA.RE10622
Hcv1.av93.c5.g211.i1	mRNA.RE02304
Hcv1.av93.c5.g212.i1	mRNA.RE15621
Hcv1.av93.c5.g217.i1	mRNA.RE13652
Hcv1.av93.c5.g223.i1	mRNA.RE11055
Hcv1.av93.c5.g224.i1	mRNA.RE09990
Hcv1.av93.c5.g227.i1	mRNA.RE11215
Hcv1.av93.c5.g23.i1	mRNA.RE15990
Hcv1.av93.c5.g233.i1	mRNA.RE06427
Hcv1.av93.c5.g234.i1	mRNA.RE05744
Hcv1.av93.c5.g236.i1	mRNA.RE05842
Hcv1.av93.c5.g239.i1	mRNA.RE07357
Hcv1.av93.c5.g242.i1	mRNA.RE11173
Hcv1.av93.c5.g243.i1	mRNA.RE15229
Hcv1.av93.c5.g244.i1	mRNA.RE06699
Hcv1.av93.c5.g245.i1	mRNA.RE14141
Hcv1.av93.c5.g246.i1	mRNA.RE08755
Hcv1.av93.c5.g248.i1	mRNA.RE13778
Hcv1.av93.c5.g250.i1	mRNA.RE11362
Hcv1.av93.c5.g252.i1	mRNA.RE14865
Hcv1.av93.c5.g262.i1	mRNA.RE14906
Hcv1.av93.c5.g263.i1	mRNA.RE14362
Hcv1.av93.c5.g264.i1	mRNA.RE16320
Hcv1.av93.c5.g266.i2	mRNA.RE05185
Hcv1.av93.c5.g269.i1	mRNA.RE11112
Hcv1.av93.c5.g27.i2	mRNA.RE11223
Hcv1.av93.c5.g270.i1	mRNA.RE14539
Hcv1.av93.c5.g271.i1	mRNA.RE03115
Hcv1.av93.c5.g28.i1	mRNA.RE03216
Hcv1.av93.c5.g280.i1	mRNA.RE12993
Hcv1.av93.c5.g281.i1	mRNA.RE12363
Hcv1.av93.c5.g283.i1	mRNA.RE11107
Hcv1.av93.c5.g291.i1	mRNA.RE12639
Hcv1.av93.c5.g295.i2	mRNA.RE10037
Hcv1.av93.c5.g297.i1	mRNA.RE07963
Hcv1.av93.c5.g299.i1	mRNA.RE13112
Hcv1.av93.c5.g30.i1	mRNA.RE14914
Hcv1.av93.c5.g300.i1	mRNA.RE13643
Hcv1.av93.c5.g305.i1	mRNA.RE11360
Hcv1.av93.c5.g307.i1	mRNA.RE14461
Hcv1.av93.c5.g31.i1	mRNA.RE11373
Hcv1.av93.c5.g312.i1	mRNA.RE09264
Hcv1.av93.c5.g313.i1	mRNA.RE13574
Hcv1.av93.c5.g316.i1	mRNA.RE15870
Hcv1.av93.c5.g318.i2	mRNA.RE00846
Hcv1.av93.c5.g321.i3	mRNA.RE16321
Hcv1.av93.c5.g322.i1	mRNA.RE16691
Hcv1.av93.c5.g324.i1	mRNA.RE02411
Hcv1.av93.c5.g334.i1	mRNA.RE15636
Hcv1.av93.c5.g335.i1	mRNA.RE14875
Hcv1.av93.c5.g340.i1	mRNA.RE10232
Hcv1.av93.c5.g341.i1	mRNA.RE17082
Hcv1.av93.c5.g342.i1	mRNA.RE02252
Hcv1.av93.c5.g346.i1	mRNA.RE10111
Hcv1.av93.c5.g347.i1	mRNA.RE08036
Hcv1.av93.c5.g348.i1	mRNA.RE07978
Hcv1.av93.c5.g35.i1	mRNA.RE16160
Hcv1.av93.c5.g350.i1	mRNA.RE01732
Hcv1.av93.c5.g352.i1	mRNA.RE11671
Hcv1.av93.c5.g353.i1	mRNA.RE00958
Hcv1.av93.c5.g355.i1	mRNA.RE09978
Hcv1.av93.c5.g356.i1	mRNA.RE16640
Hcv1.av93.c5.g358.i1	mRNA.RE09125
Hcv1.av93.c5.g359.i1	mRNA.RE16227
Hcv1.av93.c5.g36.i1	mRNA.RE09357
Hcv1.av93.c5.g364.i1	mRNA.RE09426
Hcv1.av93.c5.g366.i1	mRNA.RE08574
Hcv1.av93.c5.g368.i1	mRNA.RE15199
Hcv1.av93.c5.g373.i1	mRNA.RE05408
Hcv1.av93.c5.g377.i1	mRNA.RE09251
Hcv1.av93.c5.g378.i1	mRNA.RE07932
Hcv1.av93.c5.g38.i1	mRNA.RE02019
Hcv1.av93.c5.g392.i1	mRNA.RE14788
Hcv1.av93.c5.g393.i1	mRNA.RE15494
Hcv1.av93.c5.g40.i1	mRNA.RE09599
Hcv1.av93.c5.g400.i3	mRNA.RE08563
Hcv1.av93.c5.g401.i1	mRNA.RE05580
Hcv1.av93.c5.g407.i1	mRNA.RE10150
Hcv1.av93.c5.g408.i1	mRNA.RE10613
Hcv1.av93.c5.g409.i1	mRNA.RE08929
Hcv1.av93.c5.g410.i2	mRNA.RE06231
Hcv1.av93.c5.g411.i2	mRNA.RE01710
Hcv1.av93.c5.g414.i1	mRNA.RE15549
Hcv1.av93.c5.g415.i1	mRNA.RE04868
Hcv1.av93.c5.g416.i1	mRNA.RE16226
Hcv1.av93.c5.g418.i1	mRNA.RE01002
Hcv1.av93.c5.g419.i1	mRNA.RE13290
Hcv1.av93.c5.g42.i1	mRNA.RE15458
Hcv1.av93.c5.g423.i1	mRNA.RE08601
Hcv1.av93.c5.g424.i2	mRNA.RE01856
Hcv1.av93.c5.g425.i1	mRNA.RE16350
Hcv1.av93.c5.g426.i1	mRNA.RE14530
Hcv1.av93.c5.g427.i1	mRNA.RE08046
Hcv1.av93.c5.g428.i1	mRNA.RE04466
Hcv1.av93.c5.g43.i1	mRNA.RE04240
Hcv1.av93.c5.g430.i1	mRNA.RE08348
Hcv1.av93.c5.g434.i1	mRNA.RE06763
Hcv1.av93.c5.g435.i1	mRNA.RE08211
Hcv1.av93.c5.g438.i1	mRNA.RE05565
Hcv1.av93.c5.g442.i1	mRNA.RE12737
Hcv1.av93.c5.g443.i1	mRNA.RE03837
Hcv1.av93.c5.g447.i1	mRNA.RE10527
Hcv1.av93.c5.g448.i1	mRNA.RE05214
Hcv1.av93.c5.g449.i1	mRNA.RE12346
Hcv1.av93.c5.g450.i1	mRNA.RE06256
Hcv1.av93.c5.g454.i1	mRNA.RE04138
Hcv1.av93.c5.g455.i1	mRNA.RE06897
Hcv1.av93.c5.g458.i1	mRNA.RE06534
Hcv1.av93.c5.g459.i1	mRNA.RE06278
Hcv1.av93.c5.g460.i1	mRNA.RE06250
Hcv1.av93.c5.g462.i1	mRNA.RE03359
Hcv1.av93.c5.g464.i1	mRNA.RE08759
Hcv1.av93.c5.g467.i1	mRNA.RE08604
Hcv1.av93.c5.g473.i1	mRNA.RE11449
Hcv1.av93.c5.g474.i1	mRNA.RE07008
Hcv1.av93.c5.g479.i1	mRNA.RE14908
Hcv1.av93.c5.g483.i1	mRNA.RE04503
Hcv1.av93.c5.g486.i1	mRNA.RE01822
Hcv1.av93.c5.g491.i1	mRNA.RE08560
Hcv1.av93.c5.g492.i1	mRNA.RE08302
Hcv1.av93.c5.g493.i1	mRNA.RE15353
Hcv1.av93.c5.g501.i1	mRNA.RE14746
Hcv1.av93.c5.g502.i1	mRNA.RE01273
Hcv1.av93.c5.g503.i1	mRNA.RE14859
Hcv1.av93.c5.g504.i1	mRNA.RE10775
Hcv1.av93.c5.g506.i1	mRNA.RE14313
Hcv1.av93.c5.g508.i1	mRNA.RE05449
Hcv1.av93.c5.g509.i1	mRNA.RE06014
Hcv1.av93.c5.g511.i1	mRNA.RE05851
Hcv1.av93.c5.g512.i2	mRNA.RE13761
Hcv1.av93.c5.g515.i1	mRNA.RE04255
Hcv1.av93.c5.g517.i2	mRNA.RE16462
Hcv1.av93.c5.g520.i1	mRNA.RE13580
Hcv1.av93.c5.g521.i1	mRNA.RE14526
Hcv1.av93.c5.g525.i2	mRNA.RE06217
Hcv1.av93.c5.g527.i1	mRNA.RE08345
Hcv1.av93.c5.g528.i1	mRNA.RE14450
Hcv1.av93.c5.g533.i1	mRNA.RE04057
Hcv1.av93.c5.g534.i1	mRNA.RE12588
Hcv1.av93.c5.g535.i1	mRNA.RE06942
Hcv1.av93.c5.g536.i1	mRNA.RE07301
Hcv1.av93.c5.g537.i1	mRNA.RE10177
Hcv1.av93.c5.g538.i3	mRNA.RE10149
Hcv1.av93.c5.g540.i1	mRNA.RE16633
Hcv1.av93.c5.g542.i1	mRNA.RE09679
Hcv1.av93.c5.g545.i1	mRNA.RE12422
Hcv1.av93.c5.g546.i1	mRNA.RE13243
Hcv1.av93.c5.g55.i1	mRNA.RE05700
Hcv1.av93.c5.g550.i1	mRNA.RE10821
Hcv1.av93.c5.g553.i1	mRNA.RE09596
Hcv1.av93.c5.g554.i2	mRNA.RE15027
Hcv1.av93.c5.g559.i1	mRNA.RE09801
Hcv1.av93.c5.g560.i1	mRNA.RE13252
Hcv1.av93.c5.g566.i1	mRNA.RE13759
Hcv1.av93.c5.g567.i1	mRNA.RE14506
Hcv1.av93.c5.g569.i1	mRNA.RE14634
Hcv1.av93.c5.g572.i4	mRNA.RE12166
Hcv1.av93.c5.g579.i1	mRNA.RE13376
Hcv1.av93.c5.g582.i1	mRNA.RE07486
Hcv1.av93.c5.g588.i1	mRNA.RE00205
Hcv1.av93.c5.g592.i1	mRNA.RE13309
Hcv1.av93.c5.g595.i1	mRNA.RE12937
Hcv1.av93.c5.g597.i1	mRNA.RE00996
Hcv1.av93.c5.g598.i1	mRNA.RE09900
Hcv1.av93.c5.g601.i1	mRNA.RE05539
Hcv1.av93.c5.g602.i1	mRNA.RE05532
Hcv1.av93.c5.g609.i1	mRNA.RE10285
Hcv1.av93.c5.g61.i1	mRNA.RE10103
Hcv1.av93.c5.g613.i1	mRNA.RE08183
Hcv1.av93.c5.g614.i1	mRNA.RE03043
Hcv1.av93.c5.g615.i1	mRNA.RE06006
Hcv1.av93.c5.g616.i1	mRNA.RE03884
Hcv1.av93.c5.g619.i1	mRNA.RE00894
Hcv1.av93.c5.g622.i3	mRNA.RE15885
Hcv1.av93.c5.g623.i1	mRNA.RE02432
Hcv1.av93.c5.g624.i1	mRNA.RE14179
Hcv1.av93.c5.g628.i1	mRNA.RE08515
Hcv1.av93.c5.g629.i1	mRNA.RE16196
Hcv1.av93.c5.g630.i1	mRNA.RE04401
Hcv1.av93.c5.g632.i1	mRNA.RE06497
Hcv1.av93.c5.g634.i1	mRNA.RE15089
Hcv1.av93.c5.g635.i1	mRNA.RE02924
Hcv1.av93.c5.g637.i1	mRNA.RE06128
Hcv1.av93.c5.g638.i2	mRNA.RE08341
Hcv1.av93.c5.g640.i1	mRNA.RE14457
Hcv1.av93.c5.g642.i1	mRNA.RE14834
Hcv1.av93.c5.g646.i1	mRNA.RE12794
Hcv1.av93.c5.g648.i1	mRNA.RE14891
Hcv1.av93.c5.g65.i1	mRNA.RE06705
Hcv1.av93.c5.g653.i1	mRNA.RE12367
Hcv1.av93.c5.g654.i1	mRNA.RE08853
Hcv1.av93.c5.g658.i1	mRNA.RE03564
Hcv1.av93.c5.g659.i1	mRNA.RE07127
Hcv1.av93.c5.g66.i1	mRNA.RE10915
Hcv1.av93.c5.g660.i1	mRNA.RE08208
Hcv1.av93.c5.g67.i1	mRNA.RE04008
Hcv1.av93.c5.g670.i1	mRNA.RE12112
Hcv1.av93.c5.g674.i1	mRNA.RE10440
Hcv1.av93.c5.g675.i1	mRNA.RE12186
Hcv1.av93.c5.g68.i1	mRNA.RE10126
Hcv1.av93.c5.g682.i1	mRNA.RE11401
Hcv1.av93.c5.g684.i1	mRNA.RE06252
Hcv1.av93.c5.g686.i1	mRNA.RE04896
Hcv1.av93.c5.g687.i1	mRNA.RE09471
Hcv1.av93.c5.g691.i1	mRNA.RE15141
Hcv1.av93.c5.g693.i1	mRNA.RE06653
Hcv1.av93.c5.g694.i2	mRNA.RE06238
Hcv1.av93.c5.g695.i1	mRNA.RE08141
Hcv1.av93.c5.g696.i1	mRNA.RE07200
Hcv1.av93.c5.g697.i1	mRNA.RE12375
Hcv1.av93.c5.g698.i1	mRNA.RE15332
Hcv1.av93.c5.g7.i1	mRNA.RE08595
Hcv1.av93.c5.g701.i1	mRNA.RE06325
Hcv1.av93.c5.g702.i1	mRNA.RE15799
Hcv1.av93.c5.g703.i1	mRNA.RE05956
Hcv1.av93.c5.g704.i1	mRNA.RE14863
Hcv1.av93.c5.g705.i1	mRNA.RE02532
Hcv1.av93.c5.g708.i1	mRNA.RE10984
Hcv1.av93.c5.g71.i1	mRNA.RE09691
Hcv1.av93.c5.g712.i1	mRNA.RE15452
Hcv1.av93.c5.g725.i1	mRNA.RE13727
Hcv1.av93.c5.g728.i1	mRNA.RE11258
Hcv1.av93.c5.g729.i1	mRNA.RE05471
Hcv1.av93.c5.g73.i1	mRNA.RE08034
Hcv1.av93.c5.g731.i1	mRNA.RE10269
Hcv1.av93.c5.g733.i1	mRNA.RE13770
Hcv1.av93.c5.g734.i1	mRNA.RE15898
Hcv1.av93.c5.g735.i4	mRNA.RE14942
Hcv1.av93.c5.g738.i1	mRNA.RE13333
Hcv1.av93.c5.g74.i1	mRNA.RE03079
Hcv1.av93.c5.g740.i2	mRNA.RE00298
Hcv1.av93.c5.g741.i1	mRNA.RE01267
Hcv1.av93.c5.g742.i1	mRNA.RE12350
Hcv1.av93.c5.g747.i1	mRNA.RE04309
Hcv1.av93.c5.g748.i1	mRNA.RE13040
Hcv1.av93.c5.g763.i1	mRNA.RE10823
Hcv1.av93.c5.g766.i1	mRNA.RE04956
Hcv1.av93.c5.g767.i1	mRNA.RE09837
Hcv1.av93.c5.g769.i1	mRNA.RE03104
Hcv1.av93.c5.g770.i1	mRNA.RE15298
Hcv1.av93.c5.g773.i1	mRNA.RE14532
Hcv1.av93.c5.g775.i1	mRNA.RE01102
Hcv1.av93.c5.g776.i1	mRNA.RE13644
Hcv1.av93.c5.g777.i1	mRNA.RE01709
Hcv1.av93.c5.g778.i1	mRNA.RE12191
Hcv1.av93.c5.g779.i1	mRNA.RE12474
Hcv1.av93.c5.g780.i1	mRNA.RE03841
Hcv1.av93.c5.g783.i1	mRNA.RE14502
Hcv1.av93.c5.g786.i1	mRNA.RE05694
Hcv1.av93.c5.g787.i1	mRNA.RE15909
Hcv1.av93.c5.g788.i1	mRNA.RE04882
Hcv1.av93.c5.g791.i1	mRNA.RE09311
Hcv1.av93.c5.g792.i1	mRNA.RE15995
Hcv1.av93.c5.g794.i1	mRNA.RE13690
Hcv1.av93.c5.g796.i1	mRNA.RE00814
Hcv1.av93.c5.g797.i1	mRNA.RE06549
Hcv1.av93.c5.g80.i1	mRNA.RE05054
Hcv1.av93.c5.g801.i3	mRNA.RE14862
Hcv1.av93.c5.g804.i1	mRNA.RE01011
Hcv1.av93.c5.g808.i1	mRNA.RE14945
Hcv1.av93.c5.g809.i1	mRNA.RE06268
Hcv1.av93.c5.g810.i1	mRNA.RE12092
Hcv1.av93.c5.g812.i2	mRNA.RE17073
Hcv1.av93.c5.g818.i1	mRNA.RE14552
Hcv1.av93.c5.g819.i1	mRNA.RE10818
Hcv1.av93.c5.g821.i1	mRNA.RE06133
Hcv1.av93.c5.g823.i1	mRNA.RE13221
Hcv1.av93.c5.g824.i1	mRNA.RE10679
Hcv1.av93.c5.g828.i1	mRNA.RE15547
Hcv1.av93.c5.g830.i1	mRNA.RE15770
Hcv1.av93.c5.g835.i3	mRNA.RE07877
Hcv1.av93.c5.g837.i1	mRNA.RE01200
Hcv1.av93.c5.g84.i1	mRNA.RE10253
Hcv1.av93.c5.g842.i1	mRNA.RE13245
Hcv1.av93.c5.g843.i1	mRNA.RE10924
Hcv1.av93.c5.g844.i1	mRNA.RE16378
Hcv1.av93.c5.g845.i1	mRNA.RE13316
Hcv1.av93.c5.g848.i1	mRNA.RE04166
Hcv1.av93.c5.g85.i1	mRNA.RE06756
Hcv1.av93.c5.g852.i1	mRNA.RE11071
Hcv1.av93.c5.g853.i1	mRNA.RE00450
Hcv1.av93.c5.g854.i2	mRNA.RE08098
Hcv1.av93.c5.g856.i1	mRNA.RE16874
Hcv1.av93.c5.g86.i1	mRNA.RE15530
Hcv1.av93.c5.g862.i2	mRNA.RE01712
Hcv1.av93.c5.g863.i1	mRNA.RE11594
Hcv1.av93.c5.g865.i1	mRNA.RE16762
Hcv1.av93.c5.g866.i1	mRNA.RE13285
Hcv1.av93.c5.g868.i1	mRNA.RE11946
Hcv1.av93.c5.g869.i1	mRNA.RE13869
Hcv1.av93.c5.g870.i1	mRNA.RE16076
Hcv1.av93.c5.g874.i1	mRNA.RE14798
Hcv1.av93.c5.g877.i1	mRNA.RE15086
