Em0001g1007a	mRNA.RE06677
Em0022g721a	mRNA.RE13752
Em0022g728a	mRNA.RE02118
Em0022g731a	mRNA.RE16915
Em0022g732a	mRNA.RE15798
Em0022g736a	mRNA.RE02451
Em0022g739a	mRNA.RE09831
Em0022g742a	mRNA.RE02458
Em0022g746a	mRNA.RE06074
Em0022g760a	mRNA.RE07733
Em0022g761a	mRNA.RE13668
Em0022g764a	mRNA.RE04380
Em0022g765a	mRNA.RE08566
Em0022g783a	mRNA.RE15815
Em0022g784a	mRNA.RE15817
Em0022g793a	mRNA.RE14455
Em0022g816a	mRNA.RE07283
Em0022g819a	mRNA.RE07003
Em0022g820a	mRNA.RE14458
Em0022g866a	mRNA.RE10551
Em0022g867a	mRNA.RE15867
Em0022g871a	mRNA.RE14326
Em0022g87a	mRNA.RE08687
Em0022g925a	mRNA.RE13824
Em0022g934a	mRNA.RE11541
Em0022g936a	mRNA.RE14564
Em0022g937a	mRNA.RE02460
Em0022g938a	mRNA.RE14428
Em0022g939a	mRNA.RE16556
Em0022g940a	mRNA.RE13661
Em0022g968a	mRNA.RE14181
Em0023g100a	mRNA.RE09728
Em0023g102a	mRNA.RE04963
Em0023g109a	mRNA.RE04300
Em0023g112a	mRNA.RE15121
Em0023g113a	mRNA.RE03953
Em0023g115a	mRNA.RE07685
Em0023g116a	mRNA.RE12638
Em0023g118a	mRNA.RE08903
Em0023g122a	mRNA.RE03960
Em0023g123a	mRNA.RE12632
Em0023g125a	mRNA.RE07880
Em0023g126a	mRNA.RE06407
Em0023g127a	mRNA.RE13877
Em0023g12a	mRNA.RE01779
Em0023g141a	mRNA.RE03028
Em0023g150a	mRNA.RE00233
Em0023g160a	mRNA.RE12677
Em0023g173a	mRNA.RE06781
Em0023g181a	mRNA.RE09281
Em0023g182a	mRNA.RE06763
Em0023g183a	mRNA.RE02309
Em0023g186a	mRNA.RE07101
Em0023g188a	mRNA.RE04276
Em0023g189a	mRNA.RE01965
Em0023g190a	mRNA.RE03948
Em0023g195a	mRNA.RE11235
Em0023g197a	mRNA.RE11245
Em0023g198a	mRNA.RE12773
Em0023g199a	mRNA.RE15189
Em0023g201a	mRNA.RE15372
Em0023g204a	mRNA.RE06344
Em0023g205a	mRNA.RE13689
Em0023g226a	mRNA.RE07818
Em0023g227a	mRNA.RE10694
Em0023g228a	mRNA.RE12634
Em0023g22a	mRNA.RE07675
Em0023g231a	mRNA.RE09348
Em0023g233a	mRNA.RE03029
Em0023g241a	mRNA.RE15413
Em0023g243a	mRNA.RE16722
Em0023g244a	mRNA.RE12575
Em0023g247a	mRNA.RE12589
Em0023g24a	mRNA.RE06277
Em0023g25a	mRNA.RE07679
Em0023g260a	mRNA.RE06740
Em0023g265a	mRNA.RE14913
Em0023g266a	mRNA.RE16046
Em0023g267a	mRNA.RE05195
Em0023g26a	mRNA.RE15229
Em0023g274a	mRNA.RE09949
Em0023g27a	mRNA.RE09559
Em0023g280a	mRNA.RE12600
Em0023g284a	mRNA.RE09552
Em0023g290a	mRNA.RE14959
Em0023g291a	mRNA.RE07673
Em0023g292a	mRNA.RE00923
Em0023g293a	mRNA.RE07149
Em0023g294a	mRNA.RE04867
Em0023g295a	mRNA.RE02199
Em0023g29a	mRNA.RE11670
Em0023g302a	mRNA.RE11849
Em0023g305a	mRNA.RE12663
Em0023g307a	mRNA.RE12689
Em0023g308a	mRNA.RE07978
Em0023g30a	mRNA.RE05210
Em0023g312a	mRNA.RE01301
Em0023g315a	mRNA.RE03039
Em0023g319a	mRNA.RE09883
Em0023g321a	mRNA.RE14983
Em0023g322a	mRNA.RE05181
Em0023g323a	mRNA.RE05179
Em0023g324a	mRNA.RE04102
Em0023g327a	mRNA.RE17007
Em0023g328a	mRNA.RE00155
Em0023g336a	mRNA.RE00078
Em0023g337a	mRNA.RE09645
Em0023g338a	mRNA.RE03032
Em0023g339a	mRNA.RE11674
Em0023g33a	mRNA.RE06341
Em0023g34a	mRNA.RE11238
Em0023g351a	mRNA.RE12945
Em0023g352a	mRNA.RE12668
Em0023g353a	mRNA.RE12587
Em0023g354a	mRNA.RE09623
Em0023g355a	mRNA.RE04107
Em0023g356a	mRNA.RE08974
Em0023g357a	mRNA.RE14572
Em0023g358a	mRNA.RE09918
Em0023g362a	mRNA.RE08985
Em0023g363a	mRNA.RE16954
Em0023g364a	mRNA.RE08827
Em0023g367a	mRNA.RE05814
Em0023g368a	mRNA.RE09881
Em0023g369a	mRNA.RE01275
Em0023g36a	mRNA.RE03951
Em0023g370a	mRNA.RE06325
Em0023g372a	mRNA.RE00132
Em0023g374a	mRNA.RE05739
Em0023g375a	mRNA.RE04096
Em0023g377a	mRNA.RE09917
Em0023g381a	mRNA.RE01302
Em0023g382a	mRNA.RE14308
Em0023g383a	mRNA.RE06365
Em0023g384a	mRNA.RE08934
Em0023g385a	mRNA.RE09914
Em0023g387a	mRNA.RE08935
Em0023g391a	mRNA.RE13037
Em0023g399a	mRNA.RE16998
Em0023g39a	mRNA.RE12688
Em0023g400a	mRNA.RE16997
Em0023g402a	mRNA.RE12842
Em0023g403a	mRNA.RE05185
Em0023g404a	mRNA.RE01304
Em0023g405a	mRNA.RE01966
Em0023g406a	mRNA.RE11759
Em0023g40a	mRNA.RE07868
Em0023g411a	mRNA.RE08937
Em0023g413a	mRNA.RE08942
Em0023g418a	mRNA.RE16947
Em0023g419a	mRNA.RE06362
Em0023g41a	mRNA.RE06403
Em0023g420a	mRNA.RE16919
Em0023g425a	mRNA.RE01814
Em0023g426a	mRNA.RE08897
Em0023g428a	mRNA.RE05191
Em0023g429a	mRNA.RE05168
Em0023g42a	mRNA.RE12704
Em0023g430a	mRNA.RE12428
Em0023g431a	mRNA.RE04085
Em0023g432a	mRNA.RE04116
Em0023g433a	mRNA.RE04840
Em0023g434a	mRNA.RE01274
Em0023g435a	mRNA.RE16949
Em0023g436a	mRNA.RE01257
Em0023g437a	mRNA.RE01259
Em0023g444a	mRNA.RE17092
Em0023g445a	mRNA.RE05305
Em0023g446a	mRNA.RE04654
Em0023g449a	mRNA.RE16992
Em0023g450a	mRNA.RE03156
Em0023g451a	mRNA.RE05218
Em0023g453a	mRNA.RE15562
Em0023g45a	mRNA.RE12658
Em0023g460a	mRNA.RE07796
Em0023g467a	mRNA.RE12302
Em0023g468a	mRNA.RE07562
Em0023g46a	mRNA.RE11658
Em0023g470a	mRNA.RE04112
Em0023g471a	mRNA.RE04865
Em0023g472a	mRNA.RE08814
Em0023g473a	mRNA.RE05212
Em0023g474a	mRNA.RE09884
Em0023g475a	mRNA.RE04139
Em0023g476a	mRNA.RE04141
Em0023g47a	mRNA.RE07361
Em0023g481a	mRNA.RE16975
Em0023g482a	mRNA.RE16976
Em0023g483a	mRNA.RE05738
Em0023g484a	mRNA.RE12710
Em0023g485a	mRNA.RE06366
Em0023g487a	mRNA.RE17006
Em0023g48a	mRNA.RE13209
Em0023g499a	mRNA.RE16985
Em0023g500a	mRNA.RE06940
Em0023g501a	mRNA.RE09004
Em0023g503a	mRNA.RE09009
Em0023g505a	mRNA.RE14169
Em0023g506a	mRNA.RE08967
Em0023g509a	mRNA.RE13089
Em0023g50a	mRNA.RE11656
Em0023g514a	mRNA.RE16030
Em0023g517a	mRNA.RE01307
Em0023g519a	mRNA.RE01300
Em0023g524a	mRNA.RE09001
Em0023g533a	mRNA.RE04864
Em0023g536a	mRNA.RE05385
Em0023g537a	mRNA.RE16973
Em0023g538a	mRNA.RE04503
Em0023g539a	mRNA.RE05216
Em0023g53a	mRNA.RE07667
Em0023g540a	mRNA.RE09888
Em0023g542a	mRNA.RE06361
Em0023g543a	mRNA.RE05740
Em0023g544a	mRNA.RE01306
Em0023g547a	mRNA.RE01286
Em0023g548a	mRNA.RE12336
Em0023g551a	mRNA.RE06422
Em0023g553a	mRNA.RE05384
Em0023g554a	mRNA.RE15038
Em0023g557a	mRNA.RE05379
Em0023g560a	mRNA.RE01316
Em0023g562a	mRNA.RE08895
Em0023g563a	mRNA.RE01446
Em0023g565a	mRNA.RE08965
Em0023g566a	mRNA.RE15549
Em0023g567a	mRNA.RE09915
Em0023g568a	mRNA.RE08987
Em0023g569a	mRNA.RE16941
Em0023g575a	mRNA.RE08914
Em0023g577a	mRNA.RE16935
Em0023g578a	mRNA.RE01273
Em0023g57a	mRNA.RE01625
Em0023g581a	mRNA.RE14359
Em0023g58a	mRNA.RE05787
Em0023g595a	mRNA.RE14166
Em0023g596a	mRNA.RE04113
Em0023g598a	mRNA.RE16982
Em0023g59a	mRNA.RE09538
Em0023g602a	mRNA.RE01181
Em0023g606a	mRNA.RE04134
Em0023g610a	mRNA.RE05375
Em0023g61a	mRNA.RE11671
Em0023g63a	mRNA.RE12577
Em0023g649a	mRNA.RE08921
Em0023g64a	mRNA.RE08059
Em0023g652a	mRNA.RE00666
Em0023g653a	mRNA.RE08918
Em0023g654a	mRNA.RE08916
Em0023g655a	mRNA.RE11347
Em0023g656a	mRNA.RE04093
Em0023g658a	mRNA.RE08913
Em0023g659a	mRNA.RE05211
Em0023g65a	mRNA.RE12613
Em0023g66a	mRNA.RE05793
Em0023g677a	mRNA.RE12430
Em0023g679a	mRNA.RE14793
Em0023g67a	mRNA.RE12656
Em0023g687a	mRNA.RE13208
Em0023g68a	mRNA.RE11241
Em0023g696a	mRNA.RE09314
Em0023g69a	mRNA.RE02940
Em0023g703a	mRNA.RE09913
Em0023g704a	mRNA.RE16987
Em0023g706a	mRNA.RE08868
Em0023g707a	mRNA.RE15656
Em0023g708a	mRNA.RE16996
Em0023g709a	mRNA.RE09904
Em0023g70a	mRNA.RE13923
Em0023g710a	mRNA.RE08998
Em0023g711a	mRNA.RE16948
Em0023g712a	mRNA.RE04121
Em0023g714a	mRNA.RE04122
Em0023g715a	mRNA.RE08954
Em0023g717a	mRNA.RE04082
Em0023g719a	mRNA.RE05193
Em0023g723a	mRNA.RE07467
Em0023g728a	mRNA.RE09012
Em0023g72a	mRNA.RE13392
Em0023g731a	mRNA.RE14822
Em0023g741a	mRNA.RE05209
Em0023g742a	mRNA.RE13066
Em0023g746a	mRNA.RE14726
Em0023g748a	mRNA.RE05214
Em0023g74a	mRNA.RE12639
Em0023g750a	mRNA.RE09880
Em0023g752a	mRNA.RE16928
Em0023g753a	mRNA.RE09911
Em0023g755a	mRNA.RE08923
Em0023g757a	mRNA.RE15609
Em0023g75a	mRNA.RE05790
Em0023g760a	mRNA.RE10440
Em0023g762a	mRNA.RE04142
Em0023g763a	mRNA.RE05381
Em0023g764a	mRNA.RE15809
Em0023g765a	mRNA.RE08851
Em0023g766a	mRNA.RE05220
Em0023g76a	mRNA.RE14049
Em0023g772a	mRNA.RE05176
Em0023g773a	mRNA.RE11841
Em0023g774a	mRNA.RE08997
Em0023g776a	mRNA.RE04109
Em0023g779a	mRNA.RE05165
Em0023g77a	mRNA.RE00553
Em0023g786a	mRNA.RE16921
Em0023g788a	mRNA.RE05186
Em0023g789a	mRNA.RE05173
Em0023g78a	mRNA.RE03406
Em0023g790a	mRNA.RE05294
Em0023g792a	mRNA.RE12191
Em0023g794a	mRNA.RE16836
Em0023g795a	mRNA.RE09885
Em0023g798a	mRNA.RE00130
Em0023g799a	mRNA.RE04124
Em0023g79a	mRNA.RE09640
Em0023g802a	mRNA.RE04136
Em0023g806a	mRNA.RE05912
Em0023g808a	mRNA.RE13237
Em0023g811a	mRNA.RE03001
Em0023g812a	mRNA.RE04137
Em0023g813a	mRNA.RE06364
Em0023g819a	mRNA.RE09898
Em0023g82a	mRNA.RE00231
Em0023g838a	mRNA.RE09011
Em0023g83a	mRNA.RE07666
Em0023g84a	mRNA.RE03952
Em0023g85a	mRNA.RE07974
Em0023g86a	mRNA.RE07672
Em0023g87a	mRNA.RE12582
Em0023g889a	mRNA.RE09140
Em0023g891a	mRNA.RE00414
Em0023g892a	mRNA.RE00413
Em0023g896a	mRNA.RE05812
Em0023g903a	mRNA.RE14080
Em0023g90a	mRNA.RE09625
Em0023g913a	mRNA.RE16988
Em0023g917a	mRNA.RE08816
Em0023g927a	mRNA.RE07037
Em0023g92a	mRNA.RE09948
Em0023g930a	mRNA.RE07885
Em0023g932a	mRNA.RE05219
Em0023g933a	mRNA.RE05196
Em0023g934a	mRNA.RE04135
Em0023g935a	mRNA.RE01267
Em0023g936a	mRNA.RE01262
Em0023g937a	mRNA.RE05377
Em0023g940a	mRNA.RE05170
Em0023g943a	mRNA.RE17086
Em0023g944a	mRNA.RE00959
Em0023g946a	mRNA.RE01255
Em0023g949a	mRNA.RE07113
Em0023g94a	mRNA.RE07661
Em0023g97a	mRNA.RE03964
Em0023g98a	mRNA.RE09094
Em0023g99a	mRNA.RE02884
Em0024g121a	mRNA.RE06497
Em0024g142a	mRNA.RE08660
Em0024g217a	mRNA.RE04438
Em0024g240a	mRNA.RE11320
Em0024g242a	mRNA.RE02014
Em0024g243a	mRNA.RE11360
Em0024g244a	mRNA.RE11362
Em0024g24a	mRNA.RE05858
Em0024g27a	mRNA.RE07390
Em0024g355a	mRNA.RE10640
Em0024g413a	mRNA.RE15418
Em0024g414a	mRNA.RE08035
Em0024g415a	mRNA.RE09326
Em0024g416a	mRNA.RE10171
Em0024g427a	mRNA.RE01631
Em0024g479a	mRNA.RE10169
Em0024g497a	mRNA.RE01330
Em0024g52a	mRNA.RE04878
Em0024g61a	mRNA.RE07357
Em0024g76a	mRNA.RE08772
Em0024g85a	mRNA.RE09557
Em0024g86a	mRNA.RE08567
Em0024g87a	mRNA.RE08569
Em0024g89a	mRNA.RE15922
Em0025g126a	mRNA.RE09622
Em0025g44a	mRNA.RE16743
Em0026g37a	mRNA.RE16151
Em0026g38a	mRNA.RE10644
Em0026g47a	mRNA.RE10149
Em0026g50a	mRNA.RE13619
Em0026g55a	mRNA.RE10154
Em0028g10a	mRNA.RE15218
Em0028g16a	mRNA.RE04209
Em0028g20a	mRNA.RE17028
Em0028g22a	mRNA.RE15395
Em0028g29a	mRNA.RE15390
Em0028g33a	mRNA.RE04962
Em0028g37a	mRNA.RE15456
Em0028g39a	mRNA.RE02970
Em0028g45a	mRNA.RE08126
Em0028g67a	mRNA.RE08461
Em0028g6a	mRNA.RE15280
Em0028g8a	mRNA.RE15272
Em0028g9a	mRNA.RE15398
Em0029g43a	mRNA.RE05005
Em0029g44a	mRNA.RE15505
Em0030g22a	mRNA.RE16532
Em0030g23a	mRNA.RE11829
Em0030g24a	mRNA.RE09070
Em0032g18a	mRNA.RE08057
Em0032g28a	mRNA.RE10155
Em0032g29a	mRNA.RE15769
Em0032g32a	mRNA.RE09175
Em0032g39a	mRNA.RE11293
Em0032g6a	mRNA.RE03378
Em0033g21a	mRNA.RE06896
Em0034g20a	mRNA.RE07542
Em0034g26a	mRNA.RE09221
Em0037g12a	mRNA.RE15097
Em0037g9a	mRNA.RE04941
Em0038g4a	mRNA.RE00678
Em0039g23a	mRNA.RE09362
Em0039g30a	mRNA.RE16645
Em0041g3a	mRNA.RE09144
Em0041g4a	mRNA.RE14083
Em0044g30a	mRNA.RE01012
Em0045g11a	mRNA.RE10792
Em0047g10a	mRNA.RE15771
Em0047g31a	mRNA.RE13754
Em0047g3a	mRNA.RE02880
Em0047g8a	mRNA.RE11267
Em0051g17a	mRNA.RE00478
Em0052g11a	mRNA.RE03193
Em0052g17a	mRNA.RE06002
Em0052g6a	mRNA.RE14436
Em0052g9a	mRNA.RE03380
Em0053g11a	mRNA.RE15995
Em0055g9a	mRNA.RE09430
Em0057g6a	mRNA.RE01090
Em0058g6a	mRNA.RE13053
Em0058g8a	mRNA.RE03885
Em0060g11a	mRNA.RE07138
Em0060g5a	mRNA.RE07116
Em0060g6a	mRNA.RE12434
Em0067g11a	mRNA.RE08996
Em0068g11a	mRNA.RE10366
Em0068g16a	mRNA.RE01883
Em0068g4a	mRNA.RE06214
Em0068g6a	mRNA.RE01718
Em0068g8a	mRNA.RE05575
Em0071g14a	mRNA.RE08889
Em0071g21a	mRNA.RE13059
Em0074g13a	mRNA.RE05012
Em0075g16a	mRNA.RE10864
Em0081g10a	mRNA.RE10984
Em0086g12a	mRNA.RE14787
Em0086g6a	mRNA.RE07895
Em0086g7a	mRNA.RE07121
Em0088g3a	mRNA.RE03815
Em0088g6a	mRNA.RE06930
Em0088g9a	mRNA.RE00804
Em0089g14a	mRNA.RE01028
Em0094g15a	mRNA.RE12445
Em0096g11a	mRNA.RE14942
Em0099g7a	mRNA.RE01270
Em0101g9a	mRNA.RE01556
Em0102g12a	mRNA.RE03374
Em0109g3a	mRNA.RE06414
Em0112g5a	mRNA.RE10146
Em0114g10a	mRNA.RE07746
Em0114g13a	mRNA.RE12144
Em0114g15a	mRNA.RE01051
Em0114g16a	mRNA.RE11587
Em0114g8a	mRNA.RE12150
Em0115g15a	mRNA.RE05769
Em0115g4a	mRNA.RE08102
Em0115g5a	mRNA.RE01006
Em0115g9a	mRNA.RE15987
Em0118g2a	mRNA.RE15453
Em0131g5a	mRNA.RE09044
Em0137g11a	mRNA.RE07480
Em0137g13a	mRNA.RE13869
Em0137g14a	mRNA.RE11214
Em0141g5a	mRNA.RE03216
Em0141g7a	mRNA.RE10504
Em0141g8a	mRNA.RE04055
Em0144g10a	mRNA.RE03576
Em0144g11a	mRNA.RE13174
Em0144g12a	mRNA.RE10609
Em0144g13a	mRNA.RE10490
Em0144g1a	mRNA.RE04043
Em0144g5a	mRNA.RE10474
Em0144g7a	mRNA.RE16549
Em0145g10a	mRNA.RE08866
Em0145g14a	mRNA.RE12512
Em0145g8a	mRNA.RE04125
Em0151g7a	mRNA.RE09647
Em0151g8a	mRNA.RE06348
Em0152g4a	mRNA.RE05252
Em0158g10a	mRNA.RE06703
Em0158g1a	mRNA.RE14151
Em0158g2a	mRNA.RE10200
Em0158g3a	mRNA.RE04879
Em0158g4a	mRNA.RE17075
Em0158g7a	mRNA.RE00287
Em0161g2a	mRNA.RE11902
Em0162g11a	mRNA.RE12747
Em0162g12a	mRNA.RE09698
Em0162g4a	mRNA.RE11213
Em0162g6a	mRNA.RE06385
Em0162g8a	mRNA.RE00863
Em0163g3a	mRNA.RE15719
Em0164g4a	mRNA.RE06459
Em0168g3a	mRNA.RE06458
Em0168g4a	mRNA.RE05525
Em0168g5a	mRNA.RE11386
Em0192g11a	mRNA.RE13921
Em0192g6a	mRNA.RE13891
Em0192g7a	mRNA.RE14022
Em0192g8a	mRNA.RE14020
Em0200g10a	mRNA.RE15381
Em0200g1a	mRNA.RE16701
Em0200g3a	mRNA.RE16662
Em0200g4a	mRNA.RE10983
Em0200g5a	mRNA.RE16679
Em0200g6a	mRNA.RE16055
Em0202g14a	mRNA.RE02609
Em0202g6a	mRNA.RE09555
Em0205g3a	mRNA.RE00964
Em0211g3a	mRNA.RE00667
Em0211g5a	mRNA.RE11285
Em0215g3a	mRNA.RE13150
Em0215g4a	mRNA.RE10481
Em0217g1a	mRNA.RE08629
Em0236g4a	mRNA.RE08926
Em0254g4a	mRNA.RE07487
Em0258g10a	mRNA.RE01473
Em0258g1a	mRNA.RE10527
Em0263g10a	mRNA.RE07977
Em0273g3a	mRNA.RE04271
Em0274g5a	mRNA.RE14182
Em0288g4a	mRNA.RE02677
Em0288g5a	mRNA.RE03058
Em0293g2a	mRNA.RE12859
Em0305g3a	mRNA.RE16238
Em0306g1a	mRNA.RE15068
Em0306g4a	mRNA.RE12120
Em0316g2a	mRNA.RE15792
Em0316g3a	mRNA.RE09990
Em0322g1a	mRNA.RE12112
Em0324g4a	mRNA.RE03908
Em0324g6a	mRNA.RE07124
Em0329g2a	mRNA.RE08731
Em0329g5a	mRNA.RE02715
Em0332g4a	mRNA.RE13552
Em0337g4a	mRNA.RE07989
Em0349g2a	mRNA.RE12902
Em0355g6a	mRNA.RE05845
Em0360g5a	mRNA.RE08220
Em0363g1a	mRNA.RE01189
Em0364g4a	mRNA.RE09117
Em0395g8a	mRNA.RE08342
Em0398g3a	mRNA.RE13370
Em0398g5a	mRNA.RE10947
Em0401g3a	mRNA.RE01014
Em0402g2a	mRNA.RE12583
Em0402g4a	mRNA.RE15829
Em0402g8a	mRNA.RE11344
Em0404g4a	mRNA.RE07039
Em0407g2a	mRNA.RE04884
Em0419g6a	mRNA.RE00998
Em0420g4a	mRNA.RE07440
Em0425g2a	mRNA.RE17114
Em0429g4a	mRNA.RE06871
Em0429g5a	mRNA.RE02992
Em0429g6a	mRNA.RE00131
Em0429g8a	mRNA.RE08813
Em0435g4a	mRNA.RE13568
Em0435g6a	mRNA.RE13567
Em0436g3a	mRNA.RE02826
Em0437g1a	mRNA.RE14180
Em0440g4a	mRNA.RE08147
Em0440g6a	mRNA.RE16585
Em0446g2a	mRNA.RE02119
Em0447g4a	mRNA.RE13185
Em0447g5a	mRNA.RE14430
Em0447g8a	mRNA.RE14470
Em0447g9a	mRNA.RE10679
Em0448g2a	mRNA.RE04811
Em0458g4a	mRNA.RE04704
Em0460g3a	mRNA.RE04422
Em0460g6a	mRNA.RE13632
Em0468g1a	mRNA.RE13896
Em0484g1a	mRNA.RE02594
Em0484g6a	mRNA.RE11143
Em0508g5a	mRNA.RE10967
Em0513g1a	mRNA.RE03033
Em0518g2a	mRNA.RE10422
Em0520g3a	mRNA.RE04456
Em0531g11a	mRNA.RE09657
Em0531g9a	mRNA.RE02642
Em0538g2a	mRNA.RE15315
Em0551g3a	mRNA.RE08337
Em0551g6a	mRNA.RE12480
Em0571g3a	mRNA.RE01461
Em0581g4a	mRNA.RE09379
Em0582g6a	mRNA.RE11211
Em0592g1a	mRNA.RE10916
Em0604g4a	mRNA.RE13064
Em0617g2a	mRNA.RE11790
Em0617g3a	mRNA.RE06868
Em0621g2a	mRNA.RE10417
Em0621g5a	mRNA.RE07980
Em0630g1a	mRNA.RE08933
Em0630g2a	mRNA.RE00625
Em0630g4a	mRNA.RE10795
Em0644g3a	mRNA.RE01643
Em0645g3a	mRNA.RE02631
Em0648g8a	mRNA.RE09405
Em0655g4a	mRNA.RE13812
Em0655g5a	mRNA.RE15863
Em0665g4a	mRNA.RE10768
Em0674g10a	mRNA.RE10034
Em0677g1a	mRNA.RE16576
Em0677g2a	mRNA.RE06695
Em0685g2a	mRNA.RE10547
Em0692g2a	mRNA.RE03384
Em0701g3a	mRNA.RE07343
Em0705g2a	mRNA.RE09506
Em0714g7a	mRNA.RE10467
Em0718g6a	mRNA.RE01071
Em0728g3a	mRNA.RE16578
Em0759g1a	mRNA.RE08274
Em0759g2a	mRNA.RE04888
Em0765g3a	mRNA.RE09355
Em0786g7a	mRNA.RE10775
Em0786g8a	mRNA.RE06737
Em0786g9a	mRNA.RE11078
Em0795g3a	mRNA.RE08853
Em0796g2a	mRNA.RE13983
Em0799g3a	mRNA.RE09960
Em0812g2a	mRNA.RE14884
Em0847g1a	mRNA.RE07815
Em0853g3a	mRNA.RE13570
Em0853g6a	mRNA.RE09448
Em0869g2a	mRNA.RE02134
Em0888g2a	mRNA.RE06438
Em0933g1a	mRNA.RE02779
Em0940g1a	mRNA.RE00919
Em1002g2a	mRNA.RE01484
Em1018g1a	mRNA.RE07867
Em1027g3a	mRNA.RE08977
Em1093g2a	mRNA.RE00438
Em1123g1a	mRNA.RE07250
Em1189g1a	mRNA.RE08310
Em1275g1a	mRNA.RE08522
Em1424g1a	mRNA.RE09473
g32971.t1	mRNA.RE10307
g32976.t1	mRNA.RE06269
g32989.t1	mRNA.RE07762
g32996.t1	mRNA.RE15350
g33000.t1	mRNA.RE13466
g33014.t1	mRNA.RE14570
g33022.t1	mRNA.RE13477
